assembly_fullID_updated,Y1000+_ID,NEW_Tip_ID,Order,Species,Strain_Sequenced,NRRL,CBS,Other,CTH,Total_length,Number_contigs,GC,N50,Ns_per_100_kbp,#_BUSCOs,Complete,Single,Duplicated,Fragmented,Missing,Type strain,Type Species,Y1000+ Project,Genome_Acc,Reads_Acc,Citation Number Reference,Reference,Citation number for Related Pub,Related_Prior_Pub
yHMPu5000038062_candida_wangnamkhiaoensis_170912,yHMPu5000038062,Hyphopichia_wangnamkhiaoensis,Serinales,Hyphopichia wangnamkhiaoensis,CBS 11695,NA,CBS 11695,DQ404462,NA,14591231,205,37.39,156763,80.87,2126,99.49%,99.25%,0.23%,0.28%,0.23%,Yes,No,Yes,JAJMSM000000000,SRR16989219,,New Y1000+, ,
yHAB165_kazachstania_aquatica_160519,yHAB165,Kazachstania_aquatica,Saccharomycetales,Kazachstania aquatica,NRRL Y-27993,NRRL Y-27993,CBS 10102,NA,yHAB165,12940683,618,34.5,84279,269.6,2068,96.77%,94.29%,2.48%,1.22%,2.01%,Yes,No,Yes,JAJLXW000000000,SRR16974701,,New Y1000+, ,
yHAB162_Kazachstania_barnettii_SPADES,yHAB162,Kazachstania_barnettii,Saccharomycetales,Kazachstania barnettii,NRRL Y-27223,NRRL Y-27223,CBS 6946,NA,yHAB162,12744700,479,33.63,92139,3,2116,99.02%,97.43%,1.59%,0.23%,0.75%,Not Type,No,Yes,JAJLXX000000000,SRR16974724,,New Y1000+, ,
yHAB127_kazachstania_bovina_160519.haplomerger2,yHAB127,Kazachstania_bovina,Saccharomycetales,Kazachstania bovina,NRRL Y-7283,NRRL Y-7283,CBS 9732,NA,yHAB127,14177617,983,31.57,52071,106.81,2087,97.66%,97.01%,0.66%,0.84%,1.50%,Yes,No,Yes,JAKTTG000000000,SRR16974534,,New Y1000+, ,
yHAB157_kazachstania_bulderi_160519.haplomerger2,yHAB157,Kazachstania_bulderi,Saccharomycetales,Kazachstania bulderi,NRRL Y-27203,NRRL Y-27203,CBS 8638,NA,yHAB157,15207273,917,32.91,47975,171.23,2084,97.52%,94.76%,2.76%,1.45%,1.03%,Yes,No,Yes,JAJLYA000000000,SRR16974308,,New Y1000+, ,
yHAB150_kazachstania_exigua_160519,yHAB150,Kazachstania_exigua,Saccharomycetales,Kazachstania exigua,NRRL Y-12640,NRRL Y-12640,CBS 379,NA,yHAB150,25114249,1186,32.33,53120,243.91,2010,94.06%,11.84%,82.22%,0.42%,5.52%,Yes,No,Yes,JAKTTE000000000,SRR16974633,,New Y1000+, ,
yHAB142_kazachstania_gamospora_170307.haplomerger2,yHAB142,Kazachstania_gamospora,Saccharomycetales,Kazachstania gamospora,NRRL Y-48841,NRRL Y-48841,CBS 10328,NA,yHAB142,11381771,654,27.33,44099,28.48,2104,98.46%,96.91%,1.54%,0.56%,0.98%,Yes,No,Yes,JAMSGN000000000,SRR16974532,,New Y1000+, ,
yHAB145_kazachstania_hellenica_160519.haplomerger2,yHAB145,Kazachstania_hellenica,Saccharomycetales,Kazachstania hellenica,NRRL Y-48844,NRRL Y-48844,CBS 10706,NA,yHAB145,11951485,454,28.95,84326,67.77,2111,98.78%,96.72%,2.06%,0.51%,0.70%,Yes,No,Yes,JAJLYD000000000,SRR16974251,,New Y1000+, ,
yHAB128_kazachstania_heterogenica_170307,yHAB128,Kazachstania_heterogenica,Saccharomycetales,Kazachstania heterogenica,NRRL Y-27499,NRRL Y-27499,CBS 2675,NA,yHAB128,14138208,1108,30.28,96051,42.44,2098,98.18%,96.68%,1.50%,0.47%,1.36%,Yes,No,Yes,JAJLYJ000000000,SRR16974533,,New Y1000+, ,
yHMPu5000034721_candida_milleri_190924.haplomerger2,yHMPu5000034721,Kazachstania_humilis_NRRL_Y-7245,Saccharomycetales,Kazachstania humilis,NRRL Y-7245,NRRL Y-7245,CBS 6897,NA,NA,14278951,1338,49.21,26711,4.9,2033,95.13%,88.68%,6.46%,3.60%,1.26%,Yes,No,Yes,JAJLTZ000000000,SRR16974276,,New Y1000+, ,
yHAB152_candida_humilis_160519.haplomerger2,yHAB152,Kazachstania_humilis_NRRL_Y-17074,Saccharomycetales,Kazachstania humilis,NRRL Y-17074,NRRL Y-17074,CBS 5658,NA,yHAB152,13252727,999,48.34,31580,750.17,1926,90.13%,88.91%,1.22%,3.46%,6.41%,Yes,No,Yes,JAJLYC000000000,SRR16974584,,New Y1000+, ,
yHDO566_kazachstania_ichnusensis_180604,yHDO566,Kazachstania_ichnusensis,Saccharomycetales,Kazachstania ichnusensis,yHDO566,NA,CBS 11859,NA,yHDO566,10120120,283,37.39,527079,12.73,2105,98.50%,97.19%,1.31%,0.47%,1.03%,Yes,No,Yes,JAKTTC000000000,SRR16974461,,New Y1000+, ,
yHMPu5000037210_Kazachstania_jinghongensis_SPADES,yHMPu5000037210,Kazachstania_jinghongensis,Saccharomycetales,Kazachstania jinghongensis,CBS 15232,NA,CBS 15232,NA,NA,11642923,562,35.51,55136,5.93,2116,99.02%,96.91%,2.11%,0.23%,0.75%,Yes,No,Yes,JAJMCG000000000,SRR16988805,,New Y1000+, ,
yHAB138_kazachstania_lodderae_160519,yHAB138,Kazachstania_lodderae,Saccharomycetales,Kazachstania lodderae,NRRL Y-8280,NRRL Y-8280,CBS 7257,NA,yHAB138,12093455,251,33.65,177372,0.65,2119,99.16%,96.68%,2.48%,0.47%,0.37%,Yes,No,Yes,JAJLYF000000000,SRR16974381,,New Y1000+, ,
yHAB156_kazachstania_piceae_160519,yHAB156,Kazachstania_piceae,Saccharomycetales,Kazachstania piceae,NRRL Y-17977,NRRL Y-17977,CBS 7738,NA,yHAB156,13325159,853,32.75,82720,55.53,2118,99.11%,96.82%,2.29%,0.33%,0.56%,Yes,No,Yes,JAJLYB000000000,SRR16974347,,New Y1000+, ,
yHAB129_kazachstania_pintolopesii_170307.haplomerger2,yHAB129,Kazachstania_pintolopesii,Saccharomycetales,Kazachstania pintolopesii,NRRL Y-27500,NRRL Y-27500,CBS 2985,NA,yHAB129,13568347,549,30.32,78378,31.69,2079,97.29%,96.68%,0.61%,1.03%,1.68%,Yes,No,Yes,JAJLYI000000000,SRR16974370,,New Y1000+, ,
yHMPu5000034719_candida_pseudohumilis_180604.haplomerger2,yHMPu5000034719,Kazachstania_pseudohumilis,Saccharomycetales,Kazachstania pseudohumilis,CBS 11404,NA,CBS 11404,NA,NA,13807714,818,44.87,59499,43.22,2087,97.66%,94.34%,3.32%,0.51%,1.82%,Yes,No,Yes,JAKTPZ000000000,SRR16974278,,New Y1000+, ,
yHMPu5000034706_Kazachstania_psychrophila_SPADES,yHMPu5000034706,Kazachstania_psychrophila,Saccharomycetales,Kazachstania psychrophila,CBS 12689,NA,CBS 12689,DSM 26230,NA,10504717,99,33.29,324962,0.1,2120,99.20%,97.19%,2.01%,0.23%,0.56%,Yes,No,Yes,JAKTQD000000000,SRR16974287,,New Y1000+, ,
yHMPu5000037225_kazachstania_saulgeensis_210210,yHMPu5000037225,Kazachstania_saulgeensis,Saccharomycetales,Kazachstania saulgeensis,CBS 14374,NA,CBS 14374,NA,NA,13045997,375,32.49,111572,4.19,2117,99.06%,97.47%,1.59%,0.23%,0.70%,Yes,No,Yes,JAJMBW000000000,SRR16988789,,New Y1000+, ,
yHAB151_kazachstania_servazzi_160519,yHAB151,Kazachstania_servazzii,Saccharomycetales,Kazachstania servazzii,NRRL Y-12661,NRRL Y-12661,CBS 4311,NA,yHAB151,12310285,616,34.51,182109,291.59,2084,97.52%,95.74%,1.78%,1.12%,1.36%,Yes,No,Yes,JAKTTD000000000,SRR16974622,,New Y1000+, ,
yHAB161_kazachstania_sinensis_160519,yHAB161,Kazachstania_sinensis,Saccharomycetales,Kazachstania sinensis,NRRL Y-27222,NRRL Y-27222,CBS 7660,NA,yHAB161,11767952,610,46.25,94486,1.39,2115,98.97%,97.66%,1.31%,0.42%,0.61%,Yes,No,Yes,JANIWX000000000,SRR16974264,,New Y1000+, ,
yHAB130_kazachstania_slooffiae_160519.haplomerger2,yHAB130,Kazachstania_slooffiae,Saccharomycetales,Kazachstania slooffiae,NRRL Y-4349,NRRL Y-4349,CBS 9733,NA,yHAB130,23922745,5317,30.04,10822,275.04,1929,90.27%,71.22%,19.05%,3.51%,6.22%,Yes,No,Yes,JAKTTF000000000,SRR16974702,,New Y1000+, ,
yHDO576_kazachstania_sp_180604,yHDO576,Kazachstania_sp._UFMG-CM-Y273,Saccharomycetales,Kazachstania sp.,UFMG-CM-Y273,NA,CBS 14236,UFMG-CM-Y273,yHDO576,13240085,308,31.98,127329,9.82,2116,99.02%,97.29%,1.73%,0.33%,0.66%,Novel sp.,No,Yes,JAJLXS000000000,SRR16974406,,New Y1000+, ,
yHAB131_kazachstania_telluris_170307,yHAB131,Kazachstania_telluris,Saccharomycetales,Kazachstania telluris,NRRL Y-4302,NRRL Y-4302,CBS 2685,NA,yHAB131,14718466,925,32.1,68627,46.2,2095,98.03%,97.15%,0.89%,0.61%,1.36%,Yes,No,Yes,JAJLYH000000000,SRR16974395,,New Y1000+, ,
yHMPu5000040961_kazachstania_turicensis_201018,yHMPu5000040961,Kazachstania_turicensis,Saccharomycetales,Kazachstania turicensis,NRRL: y-48835,NRRL Y-48835,NA,NA,NA,13871094,698,33.22,61301,6.49,2106,98.55%,97.01%,1.54%,0.51%,0.94%,Not Type,No,Yes,JAJMIO000000000,SRR16988847,,New Y1000+, ,
yHMPu5000034708_kazachstania_yasuniensis_180604,yHMPu5000034708,Kazachstania_yasuniensis,Saccharomycetales,Kazachstania yasuniensis,CBS 13946,NA,CBS 13946,NA,NA,12450517,364,31.11,195526,9.74,2112,98.83%,97.52%,1.31%,0.28%,0.89%,Yes,No,Yes,JAKTQC000000000,SRR16974285,,New Y1000+, ,
yHMPu5000034711_kluyveromyces_lactis_var_drosophilarum_160519,yHMPu5000034711,Kluyveromyces_lactis_var._drosophilarum_NRRL_Y-8278,Saccharomycetales,Kluyveromyces lactis var. drosophilarum,NRRL Y-8278,NRRL Y-8278,CBS 2105,NA,NA,10689434,185,38.81,297465,2.19,2128,99.58%,99.53%,0.05%,0.14%,0.28%,Yes,No,Yes,JAKTQB000000000,SRR16974282,,New Y1000+, ,
yHMPu5000034712_kluyveromyces_lactis_var_lactis_160519,yHMPu5000034712,Kluyveromyces_lactis_var._lactis_NRRL_Y-8279,Saccharomycetales,Kluyveromyces lactis var. lactis,NRRL Y-8279,NRRL Y-8279,CBS 683,NA,NA,10618348,95,38.75,1305794,36.01,2129,99.63%,99.39%,0.23%,0.14%,0.23%,Yes,No,Yes,JAJLUC000000000,SRR16974281,,New Y1000+, ,
yHMPu5000034713_kluyveromyces_marxianus_160519.haplomerger2,yHMPu5000034713,Kluyveromyces_marxianus_NRRL_Y-8281,Saccharomycetales,Kluyveromyces marxianus,NRRL Y-8281,NRRL Y-8281,CBS 712,NA,NA,11572134,665,40.18,51661,441.19,2072,96.96%,93.07%,3.88%,1.59%,1.45%,Yes,Yes,Yes,JAKTQA000000000,SRR16974280,,New Y1000+, ,
yHMPu5000034701_kluyveromyces_nonfermentans_170307,yHMPu5000034701,Kluyveromyces_nonfermentans,Saccharomycetales,Kluyveromyces nonfermentans,NRRL Y-27343,NRRL Y-27343,CBS 8778,NA,NA,9440095,97,36.17,432147,31.78,2127,99.53%,99.44%,0.09%,0.14%,0.33%,Yes,No,Yes,JAJLUD000000000,SRR16974288,,New Y1000+, ,
yHMPu5000034700_kluyveromyces_siamensis_180604,yHMPu5000034700,Kluyveromyces_siamensis,Saccharomycetales,Kluyveromyces siamensis,CBS 10860,NA,CBS 10860,NA,NA,10079672,360,38.38,231898,2.1,2128,99.58%,99.39%,0.19%,0.19%,0.23%,Yes,No,Yes,JAKTQE000000000,SRR16974289,,New Y1000+, ,
yHMH660_Kluyveromyces_sp_nov_plate33_SPADES,yHMH660,Kluyveromyces_sp._yHMH660,Saccharomycetales,Kluyveromyces sp.,yHMH660,NA,NA,NA,yHMH660,10569247,880,43.96,951602,4.66,2125,99.44%,98.41%,1.03%,0.28%,0.28%,Novel sp.,No,Yes,JAKVQO000000000,SRR16974394,,New Y1000+, ,
yHDO570_kluyveromyces_starmeri_180604,yHDO570,Kluyveromyces_starmeri,Saccharomycetales,Kluyveromyces starmeri,yHDO570,NA,CBS 16103,UFMG-CM-Y3682,yHDO570,9535708,140,44.04,914293,0,2123,99.34%,99.11%,0.23%,0.37%,0.28%,Yes,No,Yes,JANIWV000000000,SRR16974428,,New Y1000+, ,
yHMPu5000034699_kluyveromyces_wickerhamii_170307,yHMPu5000034699,Kluyveromyces_wickerhamii,Saccharomycetales,Kluyveromyces wickerhamii,NRRL Y-8286,NRRL Y-8286,CBS 2745,NA,NA,9854451,60,40.99,673443,0.1,2128,99.58%,99.58%,0.00%,0.09%,0.33%,Yes,No,Yes,JAJLUE000000000,SRR16974290,,New Y1000+, ,
yHMPu5000038400_candida_alishanica_190924,yHMPu5000038400,Kodamaea_alishanica,Serinales,Kodamaea alishanica,CBS 11429,NA,CBS 11429,NA,NA,11645495,122,35,460422,30.05,2124,99.39%,99.34%,0.05%,0.23%,0.37%,Yes,No,Yes,JAJMJX000000000,SRR16988966,,New Y1000+, ,
yHMPu5000034664_kodamaea_anthophila_190924,yHMPu5000034664,Kodamaea_anthophila,Serinales,Kodamaea anthophila,NRRL Y-27355,NRRL Y-27355,CBS 8494,NA,NA,20138719,2597,44.28,128330,46.31,2056,96.21%,94.43%,1.78%,1.68%,2.11%,Yes,No,Yes,JAKTQO000000000,SRR16974352,,New Y1000+, ,
yHMPu5000035315_candida_arcana_180604,yHMPu5000035315,Kodamaea_arcana,Serinales,Kodamaea arcana,NRRL Y-27712,NRRL Y-27712,CBS 9883,NA,NA,15780762,221,37.64,786591,3,2109,98.69%,98.22%,0.47%,0.56%,0.75%,Yes,No,Yes,JAJMER000000000,SRR16988684,,New Y1000+, ,
yHMPu5000034652_candida_derodonti_SPADES,yHMPu5000034652,Kodamaea_derodonti,Serinales,Kodamaea derodonti,NRRL Y-27711,NRRL Y-27711,CBS 9882,NA,NA,14183709,85,37.28,714294,0,2119,99.16%,98.83%,0.33%,0.23%,0.61%,Yes,No,Yes,JAJLUU000000000,SRR16974364,,New Y1000+, ,
yHMPu5000037908_candida_fukazawae_180604,yHMPu5000037908,Kodamaea_fukazawae,Serinales,Kodamaea fukazawae,JCM 1641,NA,CBS 9137,JCM 1641,NA,13944044,174,47.06,309632,0.22,2118,99.11%,98.88%,0.23%,0.37%,0.51%,Yes,No,Yes,JAJLZQ000000000,SRR16988682,,New Y1000+, ,
yHMPu5000037907_candida_fungicola_180604,yHMPu5000037907,Kodamaea_fungicola,Serinales,Kodamaea fungicola,JCM 10142,NA,CBS 9138,JCM 10142,NA,12913519,199,40.04,554675,1.96,2125,99.44%,98.78%,0.66%,0.33%,0.23%,Yes,No,Yes,JAKTTX000000000,SRR16988683,,New Y1000+, ,
yHMPu5000040930_candida_hsintzibuensis_201018,yHMPu5000040930,Kodamaea_hsintzibuensis,Serinales,Kodamaea hsintzibuensis,CBS 11427,NA,CBS 11427,NA,NA,15202935,196,38.85,371938,6.01,2127,99.53%,98.97%,0.56%,0.14%,0.33%,Yes,No,Yes,JAJMJA000000000,SRR16988901,,New Y1000+, ,
yHMPu5000037230_kodamaea_jinghongensis_210210,yHMPu5000037230,Kodamaea_jinghongensis,Serinales,Kodamaea jinghongensis,CBS 14700,NA,CBS 14700,NA,NA,13179496,88,43.97,426538,8.07,2122,99.30%,99.02%,0.28%,0.33%,0.37%,Yes,No,Yes,JAKTUX000000000,SRR16988783,,New Y1000+, ,
yHMPu5000038060_kodamaea_kakaduensis_170912,yHMPu5000038060,Kodamaea_kakaduensis,Serinales,Kodamaea kakaduensis,CBS 8611,NA,CBS 8611,NA,NA,16043082,173,43.4,272723,2.02,2111,98.78%,98.60%,0.19%,0.70%,0.51%,Yes,No,Yes,JAJMSN000000000,SRR16989221,,New Y1000+, ,
yHMPu5000038109_candida_kaohsiungensis_170912,yHMPu5000038109,Kodamaea_kaohsiungensis,Serinales,Kodamaea kaohsiungensis,CBS 11435,NA,CBS 11435,NA,NA,15552133,205,38.89,455493,4.8,2127,99.53%,98.78%,0.75%,0.19%,0.28%,Yes,No,Yes,JAJMRZ000000000,SRR16989175,,New Y1000+, ,
yHMPu5000034651_candida_leandrae_170307,yHMPu5000034651,Kodamaea_leandrae,Serinales,Kodamaea leandrae,NRRL Y-27757,NRRL Y-27757,CBS 9735,NA,NA,13081728,67,44.78,534380,0,2119,99.16%,99.02%,0.14%,0.33%,0.51%,Yes,No,Yes,JAJLUV000000000,SRR16974365,,New Y1000+, ,
yHMPu5000038379_candida_lidongshanica_180604,yHMPu5000038379,Kodamaea_lidongshanica,Serinales,Kodamaea lidongshanica,CBS 11426,NA,CBS 11426,NA,NA,23746280,944,39.6,78557,93.91,2103,98.41%,98.03%,0.37%,0.66%,0.94%,Yes,No,Yes,JAKUAJ000000000,SRR16989016,,New Y1000+, ,
yHMPu5000037229_kodamaea_neixiangensis_210210,yHMPu5000037229,Kodamaea_neixiangensis,Serinales,Kodamaea neixiangensis,CBS 14699,NA,CBS 14699,NA,NA,14393034,174,43.99,315246,6.6,2123,99.34%,98.97%,0.37%,0.28%,0.37%,Yes,No,Yes,JAJMBT000000000,SRR16988785,,New Y1000+, ,
yHMPu5000026273_kodamaea_nitidulidarum_170307,yHMPu5000026273,Kodamaea_nitidulidarum,Serinales,Kodamaea nitidulidarum,NRRL Y-27353,NRRL Y-27353,CBS 8491,NA,NA,16376511,383,42.69,118612,51.29,2105,98.50%,98.32%,0.19%,0.56%,0.94%,Yes,No,Yes,JAJLWI000000000,SRR16974509,,New Y1000+, ,
yHMPu5000034649_candida_plutei_180604,yHMPu5000034649,Kodamaea_plutei,Serinales,Kodamaea plutei,NRRL Y-27715,NRRL Y-27715,CBS 9885,NA,NA,15675694,324,39.74,314975,0.52,2123,99.34%,98.88%,0.47%,0.33%,0.33%,Yes,No,Yes,JANIWJ000000000,SRR16974367,,New Y1000+, ,
yHMPu5000037886_candida_sagamina_180604,yHMPu5000037886,Kodamaea_sagamina,Serinales,Kodamaea sagamina,JCM 10144,NA,NA,JCM 10144,NA,16344250,200,43.32,331586,4.38,2123,99.34%,99.11%,0.23%,0.23%,0.42%,Not Type,No,Yes,JAKTUG000000000,SRR16988707,,New Y1000+, ,
yHQL449_Kodamaea_sp_nov_plate33_PLATANUS,yHQL449,Kodamaea_sp._yHQL449,Serinales,Kodamaea sp.,yHQL449,NA,NA,NA,yHQL449,10789966,54,34.89,542177,20.17,2001,93.64%,93.50%,0.14%,0.23%,6.13%,Novel sp.,No,Yes,JAJMGT000000000,SRR16988998,,New Y1000+, ,
yHQL451_Kodamaea_sp_nov_plate33_SPADES,yHQL451,Kodamaea_sp._yHQL451,Serinales,Kodamaea sp.,yHQL451,NA,NA,NA,yHQL451,14070523,135,43.05,614543,1.24,2127,99.53%,99.30%,0.23%,0.19%,0.28%,Novel sp.,No,Yes,JAKTXX000000000,SRR16988997,,New Y1000+, ,
yHMPu5000038082_candida_suecica_180604,yHMPu5000038082,Kodamaea_suecica,Serinales,Kodamaea suecica,NRRL Y-12943,NRRL Y-12943,CBS 5724,NA,NA,14283697,380,40.44,163826,2.47,2123,99.34%,99.02%,0.33%,0.19%,0.47%,Yes,No,Yes,JAJMSH000000000,SRR16989200,,New Y1000+, ,
yHMPu5000035676_komagataella_kurtzmanii_160613,yHMPu5000035676,Komagataella_kurtzmanii,Pichiales,Komagataella kurtzmanii,NRRL Y-63667,NRRL Y-63667,CBS 12817,NA,NA,9262955,69,41.13,591357,1.99,2116,99.02%,98.88%,0.14%,0.47%,0.51%,Yes,No,Yes,JAKTVM000000000,SRR16988923,,New Y1000+, ,
yHMPu5000037220_komagataella_mondaviorum_210210,yHMPu5000037220,Komagataella_mondaviorum,Pichiales,Komagataella mondaviorum,CBS 15017,NA,CBS 15017,NA,NA,9193471,95,41.59,587811,0.11,2115,98.97%,98.83%,0.14%,0.51%,0.51%,Yes,No,Yes,JAJMBZ000000000,SRR16988794,,New Y1000+, ,
yHMPu5000034953_komagataella_pastoris_160519,yHMPu5000034953,Komagataella_pastoris_NRRL_Y-1603,Pichiales,Komagataella pastoris,NRRL Y-1603,NRRL Y-1603,CBS 704,NA,NA,9387734,75,41.31,1004201,0.09,2116,99.02%,98.78%,0.23%,0.42%,0.56%,Yes,Yes,Yes,JAJLSE000000000,SRR16974429,,New Y1000+, ,
yHMPu5000034941_komagataella_phaffii_160519,yHMPu5000034941,Komagataella_phaffii_NRRL_Y-7556,Pichiales,Komagataella phaffii,NRRL Y-7556,NRRL Y-7556,CBS 2612,NA,NA,9355169,74,41.12,641510,1.22,2114,98.92%,98.69%,0.23%,0.56%,0.51%,Yes,No,Yes,JAKTPD000000000,SRR16974436,,New Y1000+, ,
yHMPu5000034938_Komagataella_ulmi_SPAdes,yHMPu5000034938,Komagataella_ulmi,Pichiales,Komagataella ulmi,NRRL YB-407,NRRL YB-407,CBS 12361,NA,NA,9372271,114,41.16,379197,5.35,2113,98.88%,98.69%,0.19%,0.66%,0.47%,Yes,No,Yes,JAJLSI000000000,SRR16974438,,New Y1000+, ,
yHMPu5000026068_kregervanrija_pseudodelftensis_170713,yHMPu5000026068,Kregervanrija_pseudodelftensis,Pichiales,Kregervanrija pseudodelftensis,NRRL Y-5494,NRRL Y-5494,CBS 10105,NA,NA,12005903,320,31.66,171519,0.08,2093,97.94%,97.66%,0.28%,0.42%,1.64%,Yes,No,Yes,JAKTSJ000000000,SRR16974382,,New Y1000+, ,
yHMPu5000038408_candida_borneonana_170713,yHMPu5000038408,Kuraishia_borneana,Pichiales,Kuraishia borneana,CBS 12507,NA,CBS 12507,NA,NA,8823258,338,45.17,770078,13.84,2104,98.46%,98.08%,0.37%,0.66%,0.89%,Yes,No,Yes,JAJMJT000000000,SRR16988958,,New Y1000+, ,
yHMPu5000034936_kuraishia_cidri_180604,yHMPu5000034936,Kuraishia_cidri,Pichiales,Kuraishia cidri,NRRL Y-27078,NRRL Y-27078,CBS 4241,NA,NA,12704079,133,51.62,521560,2.72,2106,98.55%,98.22%,0.33%,0.80%,0.66%,Yes,No,Yes,JAKTPE000000000,SRR16974441,,New Y1000+, ,
yHMPu5000034935_kuraishia_floccosa_210210,yHMPu5000034935,Kuraishia_floccosa,Pichiales,Kuraishia floccosa,NRRL Y-27951,NRRL Y-27951,CBS 10307,NA,NA,10901728,40,53.7,1003797,0,2098,98.18%,98.03%,0.14%,0.70%,1.12%,Yes,No,Yes,JAJLSK000000000,SRR16974442,,New Y1000+, ,
yHMPu5000034934_kuraishia_hungarica_201018,yHMPu5000034934,Kuraishia_hungarica,Pichiales,Kuraishia hungarica,NRRL Y-27594,NRRL Y-27594,CBS 9254,NA,NA,15014697,83,44.92,488908,2.94,2104,98.46%,98.41%,0.05%,0.94%,0.61%,Yes,No,Yes,JAJLSL000000000,SRR16974443,,New Y1000+, ,
yHMPu5000034931_kuraishia_piskuri_170307,yHMPu5000034931,Kuraishia_piskuri,Pichiales,Kuraishia piskuri,NRRL YB-2544,NRRL YB-2544,CBS 13714,NA,NA,14215976,260,48.01,369956,1.98,2109,98.69%,98.32%,0.37%,0.75%,0.56%,Yes,No,Yes,JAJLSM000000000,SRR16974446,,New Y1000+, ,
yHMPu5000035303_candida_natalensis_201018,yHMPu5000035303,Kurtzmaniella_natalensis,Serinales,Kurtzmaniella natalensis,NRRL Y-17680,NRRL Y-17680,CBS 2935,U45818,NA,15063191,172,36.31,233650,5.68,2109,98.69%,98.64%,0.05%,0.56%,0.75%,Yes,No,Yes,JAJMEV000000000,SRR16988795,,New Y1000+, ,
yHMPu5000038372_candida_oleophila_170713,yHMPu5000038372,Kurtzmaniella_oleophila,Serinales,Kurtzmaniella oleophila,NRRL Y-2317,NRRL Y-2317,CBS 2219,NA,NA,14048238,147,41.35,285419,43.42,2127,99.53%,99.30%,0.23%,0.09%,0.37%,Yes,No,Yes,JAJMKG000000000,SRR16989021,,New Y1000+, ,
yHMPu5000034644_candida_quercitrusa_170307,yHMPu5000034644,Kurtzmaniella_quercitrusa,Serinales,Kurtzmaniella quercitrusa,NRRL Y-5392,NRRL Y-5392,CBS 4412,NA,NA,13318916,88,40.38,351490,9.01,2116,99.02%,98.83%,0.19%,0.42%,0.56%,Yes,No,Yes,JAJLUZ000000000,SRR16974566,,New Y1000+, ,
yHMPu5000034698_lachancea_cidri_201018.haplomerger2,yHMPu5000034698,Lachancea_cidri_NRRL_Y-12634,Saccharomycetales,Lachancea cidri,NRRL Y-12634,NRRL: Y-12634,CBS 4575,NA,NA,9715598,504,41.24,38428,12.56,1895,88.68%,84.89%,3.79%,1.08%,10.25%,Yes,No,Yes,JAJLUF000000000,SRR16974291,,New Y1000+, ,
yHQL494_Lachancea_sp_nov_plate34_PLATANUS,yHQL494,Lachancea_sp._yHQL494,Saccharomycetales,Lachancea sp.,yHQL494,NA,NA,NA,yHQL494,11060012,203,43.11,286026,10.09,2119,99.16%,98.97%,0.19%,0.00%,0.84%,Novel sp.,No,Yes,JAJMGS000000000,SRR16988996,,New Y1000+, ,
yHMPu5000034746_lipomyces_smithiae_170713,yHMPu5000034746,Limtongia_smithiae,Lipomycetales,Limtongia smithiae,NRRL Y-17922,NRRL Y-17922,CBS 7407,NA,NA,14195076,264,53.69,131763,0.28,1655,77.45%,77.12%,0.33%,9.55%,13.01%,Yes,Yes,Yes,JAKTPR000000000,SRR16974725,,New Y1000+, ,
yHMPu5000034755_lipomyces_chichibuensis_170713,yHMPu5000034755,Lipomyces_chichibuensis,Lipomycetales,Lipomyces chichibuensis,CBS 12929,NA,CBS 12929,NA,NA,16544447,776,46.34,115275,0.91,1705,79.78%,79.04%,0.75%,9.45%,10.76%,Yes,No,Yes,JAKVQM000000000,SRR16974716,,New Y1000+, ,
yHMPu5000034759_lipomyces_kockii_170307,yHMPu5000034759,Lipomyces_kockii,Lipomycetales,Lipomyces kockii,NRRL Y-27505,NRRL Y-27505,CBS 7729,NA,NA,20885013,681,46.95,104087,33.12,1704,79.74%,78.94%,0.80%,9.59%,10.67%,Yes,No,Yes,JAJLTN000000000,SRR16974712,,New Y1000+, ,
yHMPu5000037878_Lipomyces_kononenkoae_SPADES,yHMPu5000037878,Lipomyces_kononenkoae,Lipomycetales,Lipomyces kononenkoae,NRRL Y-63818,NRRL Y-63818,CBS 2514,NBRC 107661,NA,18443039,960,47.59,65559,2.05,1690,79.08%,78.33%,0.75%,9.41%,11.51%,Yes,No,Yes,JAJMAF000000000,SRR16988714,,New Y1000+, ,
yHMPu5000034747_lipomyces_orientalis_170307,yHMPu5000034747,Lipomyces_orientalis,Lipomycetales,Lipomyces orientalis,NRRL Y-27927,NRRL Y-27927,CBS 10300,NA,NA,20504495,530,48.12,159670,42.92,1694,79.27%,78.19%,1.08%,9.50%,11.23%,Yes,No,Yes,JAJLTP000000000,SRR16974723,,New Y1000+, ,
yHMPu5000034745_lipomyces_sp_201018,yHMPu5000034745,Lipomyces_sp._NRRL_Y-27488,Lipomycetales,Lipomyces sp.,NRRL Y-27488,NRRL Y-27488,NA,NA,NA,16655075,1471,52.67,57665,13.43,1645,76.98%,76.46%,0.51%,10.39%,12.63%,Novel sp.,No,Yes,JAKTPS000000000,SRR16974726,,New Y1000+, ,
yHMPu5000034744_lipomyces_spencer-martinsiae_170307,yHMPu5000034744,Lipomyces_sp._NRRL_Y-7042,Lipomycetales,Lipomyces sp.,NRRL Y-7042,NRRL Y-7042,NA,NA,NA,20821016,475,48.11,186546,34.1,1695,79.32%,78.01%,1.31%,9.59%,11.09%,Not Type,No,Yes,JAJLTQ000000000,SRR16974727,,New Y1000+, ,
